,Title
683,"Self-presentation in digital media among adolescent patients with obesity: Striving for integrity, risk-reduction, and social recognition"
684,Military Mental Health Professionals On Operational Deployment: An Exploratory Study
685,Fidelity Scale: From Black Box to Holy Grail
686,Technology and implementation science to forge the future of evidence-based psychotherapies: the PRIDE scale-up study
687,Asan Medical Information System for Healthcare Quality Improvement
688,Mental health and wellbeing of older people: opportunities and challenges.
689,Cloud-Based Fault Prediction Using IoT in Office Automation for Improvisation of Health of Employees
690,Telerehabilitation in Psychiatry
691,Mental Health Service Utilization Among Patients with Severe Mental Disorders
692,Implementation of a novel return-to-work approach for persons with affective disorders in a traditional vocational rehabilitation context: a case study
693,Evolvement of Peer Support Workers’ Roles in Psychiatric Hospitals: A Longitudinal Qualitative Observation Study
694,Predictors of post-sentence mental health service use in a population cohort of first-time adult offenders in Western Australia.
695,The Psychological Impact of the COVID-19 Pandemic on Pregnant Women
696,A Smartphone-Based Self-management Intervention for Bipolar Disorder (LiveWell): User-Centered Development Approach
697,Advancing Computerized Cognitive Training for MCI and Alzheimer's Disease in a Pandemic and Post-pandemic World
698,"The Lonely, Isolating, and Alienating Implications of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome"
699,Using DICOM Metadata for Radiological Image Series Categorization: a Feasibility Study on Large Clinical Brain MRI Datasets
700,Traumatic events in the workplace: impact on psychopathology and healthcare use of police officers.
701,Videoconferencing-Based Telemental Health: Important Questions for the COVID-19 Era From Clinical and Patient-Centered Perspectives
702,Smartphone and Internet Access and Utilization by People With Schizophrenia in South Australia: Quantitative Survey Study
703,Investigating barriers to implementation of the NICE Guidelines for Depression: a staff survey with Community Mental Health Teams.
704,Conceptualisation of mental disorder and its personal meanings
705,Remote CBT for Psychosis During the COVID-19 Pandemic: Challenges and Opportunities
706,The Longitudinal Effects of Comorbid Health Burden on Functional Outcomes for Adults With Moderate to Severe Traumatic Brain Injury
707,Human centered AI design for clinical monitoring and data management
708,Analyzing Trends of Loneliness Through Large-Scale Analysis of Social Media Postings: Observational Study
709,Workplace Violence and Risk Factors for PTSD among Psychiatric Nurses: Systematic Review and Directions for Future Research and Practice.
710,Healthcare Barriers among Severely Mentally Ill Homeless Adults: Evidence from the Five-site Health and Risk Study
711,"Education level, income level and mental health services use in Canada: associations and policy implications."
712,Editorial: The Use of Simulation in Advancing Clinical Social Work Education and Practice
713,Towards Personalized Services in the Healthcare Domain
714,"Use of Smartphones, Computers and Social Media Among People with SMI: Opportunity for Intervention"
715,"Life during COVID-19 lockdown in Italy: the influence of cognitive state on psychosocial, behavioral and lifestyle profiles of older adults"
716,Predicting Initial Client Engagement with Community Mental Health Services by Routinely Measured Data
717,The future of psychiatry
718,Effectiveness of digitally delivered sleep interventions on sleep and mental health outcomes in post-secondary students: Preliminary findings of a systematic review
719,"An Attempted Suicide Prevention Model for Chronic Illness patients, in Lamphun Province"
720,Pregnancy-related anxiety during COVID-19: a nationwide survey of 2740 pregnant women
721,Mental Health Service Utilization by Ethiopian Immigrants and Refugees in Toronto
722,Systematic Review of Cyberbullying Interventions for Youth and Parents With Implications for Evidence‐Based Practice
723,"An Attempted Suicide Prevention Model for Chronic Illness patients, in Lamphun Province"
724,The Use of Herbal Medications and Dietary Supplements by People with Mental Illness
725,Prevention of Suicidal Relapses in Adolescents With a Smartphone Application: Bayesian Network Analysis of a Preclinical Trial Using In Silico Patient Simulations.
726,"Humanizing the ICU Patient: A Qualitative Exploration of Behaviors Experienced by Patients, Caregivers, and ICU Staff"
727,Monitoring the Dissemination of Peer Support in the VA Healthcare System
728,"CBT: The Cognitive Behavioural Tsunami: Managerialism Politics, and the Corruptions of Science"
729,Behavioral healthcare services use in health savings accounts versus traditional health plans.
730,"SPIRITUALITY, MENTAL HEALTH, PHYSICAL HEALTH, AND HEALTH-RELATED QUALITY OF LIFE AMONG WOMEN WITH HIV/AIDS: INTEGRATING SPIRITUALITY INTO MENTAL HEALTH CARE"
731,The effect of a training course on mental health nurses' attitudes on the reasons of patient aggression and its management.
732,Mental Health and Substance Abuse Services Preferences among American Indian People of the Northern Midwest
733,Title Game-based digital interventions for depression therapy : a systematic review and meta-analysis
734,"Covid-19 and promising solutions to combat symptoms of stress, anxiety and depression"
735,The technology specialist: a 21st century support role in clinical care
736,Help‐seeking experiences of older adults with a diagnosis of moderate depression
737,Web-Based Applications in Healthcare
738,Unraveling the Black Box: Exploring Usage Patterns of a Blended Treatment for Depression in a Multicenter Study
739,Variables associated with general practitioners taking on patients with common mental disorders.
740,"Subthreshold PTSD in Primary Care: Prevalence, Psychiatric Disorders, Healthcare Use, and Functional Status"
741,Parental help-seeking in primary care for child and adolescent mental health concerns: qualitative study.
742,Effect of family sense of coherence on internalized stigma and health‐related quality of life among individuals with schizophrenia
743,The needs of mothers with severe mental illness: a comparison of assessments of needs by staff and patients
744,Hospital readmissions for patients with mental illness in Canada.
745,Depression Screening from Voice Samples of Patients Affected by Parkinson’s Disease
746,"Could Blockchain Technology Empower Patients, Improve Education, and Boost Research in Radiology Departments? An Open Question for Future Applications"
747,Very Long-Term Outcome of Community-Dwelling Patients With Schizophrenia Spectrum Disorders in Rural Greece.
748,"Using the World Health Organization's 4S-Framework to Strengthen National Strategies, Policies and Services to Address Mental Health Problems in Adolescents in Resource-Constrained Settings"
749,Neuroscience in Forensic Psychiatry and Psychology: An Introduction to the Special Issue
750,Early Intervention in Psychosis
751,Recovery After Psychosis: Qualitative Study of Service User Experiences of Lived Experience Videos on a Recovery-Oriented Website
752,Caregiving Experience of Dementia among Korean American Family Caregivers
753,Neuroscience in Forensic Psychiatry and Psychology: An Introduction to the Special Issue
754,An Architectural Design for Self-Reporting E-Health Systems
755,What is the evidence for the use of simulation training to teach communication skills in psychiatry?
756,Are wishes for death or suicidal ideation symptoms of depression in older adults?
757,Analysis of DICOM Image Compression Alternative Using Huffman Coding
758,Upgrading legacy systems for the integrating the healthcare enterprise (IHE) initiatative
759,Functionality of Top-Rated Mobile Apps for Depression: Systematic Search and Evaluation
760,Treatment of suicidal people around the world.
761,Drug Addiction Stigma in the Context of Methadone Maintenance Therapy: An Investigation into Understudied Sources of Stigma
762,Implementing Peer-Assisted Case Management to Help Homeless Veterans with Mental Illness Transition to Independent Housing
763,Health-Led Interventions in the Early Years to Enhance Infant and Maternal Mental Health: A Review of Reviews.
764,Functionality of Top-Rated Mobile Apps for Depression: Systematic Search and Evaluation
765,Associations between readmission and patient-reported measures in acute psychiatric inpatients: a study protocol for a multicenter prospective longitudinal study (the ePOP-J study)
766,An interprofessional approach to pressure ulcer prevention: a knowledge and attitudes evaluation
767,Proactive Tobacco Treatment in a Behavioral Health Home
768,A systematic review of technology-assisted interventions for co-morbid depression and substance use
769,"Loneliness: contemporary insights into causes, correlates, and consequences"
770,Digital health care ecosystem: SOA compliant HL7 based health care information interchange
771,"New tests, new tools: mobile and connected technologies in advancing psychiatric diagnosis"
772,Clinical characteristics of adolescents referred for treatment of depressive disorders
773,Income and Mental Health: Unraveling Community and Individual Level Relationships.
774,Monitoring Online Discussions About Suicide Among Twitter Users With Schizophrenia: Exploratory Study
775,Cost-effectiveness analysis in severe mental illness: outcome measures selection.
776,Leveraging the Web and Social Media to Promote Access to Care Among Suicidal Individuals
777,A Holistic Forensic Model for the Internet of Things
778,Innovations in Practice: Avatar-based virtual reality in CAMHS talking therapy: two exploratory case studies.
779,“Needing different things from different people” – a qualitative exploration of recovery in first episode psychosis
780,Trauma and its Aftermath for Commercially Sexually Exploited Women as Told by Front-Line Service Providers
781,MENTAL ILLNESS AND PRINCIPAL PHYSICAL DIAGNOSES AMONG ASIAN AMERICAN AND PACIFIC ISLANDER USERS OF EMERGENCY SERVICES
782,People with mental disabilities negotiating life in the risk society: a theoretical approach.
783,"Prevalence and factors associated with higher levels of perceived stigma among people with schizophrenia Addis Ababa, Ethiopia"
784,Unifying psyche and soma for child healthcare in Africa
785,"Structured lifestyle education for people with schizophrenia, schizoaffective disorder and first-episode psychosis (STEPWISE): randomised controlled trial"
786,Symptom Experiences in Colorectal Cancer Survivors After Cancer Treatments
787,"“They Kept Away”: Social Isolation of Cisgender Women Living with HIV in Hyderabad, India"
788,Cognitive function of Brazilian elderly persons: longitudinal study with non-clinical community sample
789,"Smartphone-Enhanced Symptom Management In Psychosis: Open, Randomized Controlled Trial"
790,Expressions of psychological distress in Sierra Leone: implications for community-based prevention and response
791,HDGPortal: A Grid portal application for pervasive access to process-based healthcare systems
792,Comparing patients’ perspectives of “good care” in Dutch outpatient psychiatric services with academic perspectives of patient-centred care
793,Opportunity or Burden? A Behavioral Framework for Patient Engagement
794,[Who Benefits from the App? Internet- and Mobile-Based Interventions (IMIs) and the Tension between Autonomy and Patient Well-Being].
795,Personality disorder co-morbidity in primary care ‘Improving Access to Psychological Therapy’ (IAPT) Services: A qualitative study exploring professionals’ perspectives
796,The Quality of Preventive Medical Care for Homeless Veterans with Mental Illness
797,Education Needs of Families of Transgender Young People: A Narrative Review of International Literature
798,Secured remote health monitoring system
799,Toward Application of Blockchain for Improved Health Records Management and Patient Care
800,"Biofeedback in medicine: who, when, why and how?"
801,An Examination of Perceptions in Integrated Care Practice
802,Health services utilization by school going Omani adolescents and youths with DSM IV mental disorders and barriers to service use
803,Measures for screening for intimate partner violence: a systematic review.
804,"Mandatory reporting of abuse: practical, moral, and legal issues for psychiatric home healthcare nurses."
805,Ethics consultation in dual diagnosis of mental illness and mental retardation: medical decisionmaking for community-dwelling persons.
806,Using primary care-based mental health registers to reduce social exclusion in patients with severe mental illness.
807,"Valuing the past: The importance of an understanding of the history of psychiatry for healthcare professionals, service users and carers."
808,Toward Application of Blockchain for Improved Health Records Management and Patient Care
809,"Liaison psychiatry—measurement and evaluation of service types, referral patterns and outcomes (LP-MAESTRO): a protocol"
810,Posttraumatic Stress Disorder Mediates the Relationship Between Mild Traumatic Brain Injury and Health and Psychosocial Functioning in Veterans of Operations Enduring Freedom and Iraqi Freedom
811,End-of-Life Care and Mental Illness: A Model for Community Psychiatry and Beyond
812,"The relationship among preconception depression, anxiety, and social support of the reproductive-aged women in China"
813,Nursing students' attitudes to suicide and suicidal persons: A cross‐national and cultural comparison between Turkey and the United Kingdom
814,Continuing the Conversation: A Second Take on Innovative Elicitation Methods
815,Use of HIV and Psychotropic Medications among Persons with Serious Mental Illness and HIV/AIDS
816,A Web-Based Intervention for Relatives of People Experiencing Psychosis or Bipolar Disorder: Design Study Using a User-Centered Approach
817,NDT_A_277224 2805..2815
818,"Human Behavior with Mobile Health: Smartphone/ Devices, Apps and Cognition"
819,COVID outbreak is changing our practices of perinatal psychiatry
820,Cognitive-behavioural therapy for severe and recurrent bipolar disorders: randomised controlled trial.
821,The prevalence and correlates of self-harm in pregnant women with psychotic disorder and bipolar disorder
822,An integrated architecture for the provision of health telematic services based on digital library technologies
823,Prediction of stress and drug craving ninety minutes in the future with passively collected GPS data.
824,A Comparative Effectiveness Trial to Reduce Burnout and Improve Quality of Care
825,Ubiquitous mobility in clinical healthcare
826,Role of mHealth in overcoming the occurrence of post‐stroke depression
827,Suicide and the economic situation in Europe: are we experiencing the development of a 'reverse stigma'?
828,Anatomy of an Extensible Open Source PACS
829,Oral health experiences and needs among young adults after a first-episode psychosis : a phenomenological study.
830,Resilience revisited.
831,Security Protection of DICOM Medical Images Using Dual-Layer Reversible Watermarking with Tamper Detection Capability
832,Examining changes in substance use and conduct problems among treatment-seeking adolescents.
833,Violence exposure and resulting psychological effects suffered by psychiatric visiting nurses in Japan
834,Depression and Satisfaction with Health Coverage and Medical Care in the 1998 NRC Healthcare Market Guide® Survey
835,Impact of Veteran Status and Timing of PTSD Diagnosis on Criminal Justice Outcomes
836,Genealogies of recovery: The framing of therapeutic ambitions
837,STRESS-testing clinical activity and outcomes for a combined prison in-reach and court liaison service: a 3-year observational study of 6177 consecutive male remands
838,A Mixed Methods Investigation of the Experience of Poverty Among a Population of Low-Income Parenting Women
839,Making the case for ethics consults in community mental health centers.
840,Examining changes in substance use and conduct problems among treatment-seeking adolescents.
841,The societal cost of schizophrenia in Sweden.
842,Does relative deprivation predict the need for mental health services?
843,Construct validity of a health questionnaire intended to measure the subjective experience of health among patients in mental health services.
844,Making the case for ethics consults in community mental health centers.
845,Prediction of stress and drug craving ninety minutes in the future with passively collected GPS data
846,How Movies Shape Students' Attitudes Toward Individuals with Schizophrenia: An Exploration of the Relationships between Entertainment Experience and Stigmatization
847,Mountaintop Removal Coal Mining and Emergent Cases of Psychological Disorder in Kentucky
848,Accept Pain for a Vital Life: Acceptance and Commitment Therapy for the Treatment of Chronic Pain
849,Patients' Experiences of Coping with Multiple Chronic Conditions: A Qualitative Descriptive Study.
850,A comparison of SF-6D and EQ-5D utility scores in a study of patients with schizophrenia.
851,Mobile psychiatry: towards improving the care for bipolar disorder
852,A Comparison of Treatment Outcomes Among Chronically Homelessness Adults Receiving Comprehensive Housing and Health Care Services Versus Usual Local Care
853,A room for design: Through participatory design young adults with schizophrenia become strong collaborators.
854,Adolescent health and subsequent risk of self-harm hospitalisation: a 15-year follow-up of the Young-HUNT cohort
855,"The effect of reminiscence therapy on quality of life, attitudes to ageing, and depressive symptoms in institutionalized elderly adults with cognitive impairment: A quasi‐experimental study"
856,Treatment no‐show in forensic outpatients with ADHD
857,Burdens experienced and perceived needs of relatives of persons with SMI − a systematic meta-synthesis
858,Mining Minds: An innovative framework for personalized health and wellness support
859,Clinical Transformation: Manager’s Perspectives on Implementation of Evidence-Based Practice
860,A randomized control trial of integrated care for families managing infant colic.
861,Personality disorder co-morbidity in primary care 'Improving Access to Psychological Therapy' services: A qualitative study exploring professionals' perspectives of working with this patient group.
862,Are Mobile Phones and Handheld Computers Being Used to Enhance Delivery of Psychiatric Treatment?: A Systematic Review
863,Psychiatric distress among spouses of National Guard soldiers prior to combat deployment.
864,Integration of Technology-Based Behavioral Health Interventions in Substance Abuse and Addiction Services
865,A Multimodal Search Engine for Medical Imaging Studies
866,Virtual carers for the elderly: A case study review of ethical responsibilities
867,SUBSTANCE-ABUSING PREGNANT WOMEN: PRENATAL INTERVENTION USING ULTRASOUND CONSULTATION AND MENTALIZATION TO ENHANCE THE MOTHER-CHILD RELATIONSHIP AND REDUCE SUBSTANCE USE.
868,Monoamine oxidase A alleles in violent offenders with antisocial personality disorder: high activity associated with proactive aggression.
869,Structural equation model of factors related to quality of life for community-dwelling schizophrenic patients in Japan
870,Measuring nurse attitudes towards deliberate self-harm: the Self-Harm Antipathy Scale (SHAS).
871,Structural equation model of factors related to quality of life for community-dwelling schizophrenic patients in Japan
872,Perspectives on the Use of eHealth in the Management of Patients With Schizophrenia
873,Schizophrenia through the carers' eyes: results of a European cross-sectional survey.
874,Public stigma towards patients with schizophrenia of ethnic Malay: a comparison between the general public and patients’ relatives
875,TechCare: mobile assessment and therapy for psychosis – an intervention for clients in the Early Intervention Service: A feasibility study protocol
876,Facilitating support groups for siblings of children with neurodevelopmental disorders using audio-conferencing: a longitudinal feasibility study
877,Association between length of hospital stay and implementation of discharge planning in acute psychiatric inpatients in Japan
878,Impact of medical comorbidity in psychiatric inpatient length of stay
879,Communication system and team situation awareness in a multiplayer real-time learning environment: application to a virtual operating room
880,"Perceptions about pasung (physical restraint and confinement) of schizophrenia patients: a qualitative study among family members and other key stakeholders in Bogor Regency, West Java Province,…"
881,Is Telemental Health Services a Viable Alternative to Traditional Psychotherapy for Deaf Individuals?
882,Street Level Prostitution: A Systematic Literature Review
883,Effects of Middle East Respiratory Syndrome Coronavirus on post-traumatic stress disorder and burnout among registered nurses in South Korea
884,Cannabis dependence and mental health perception amongst people diverted by police after arrest for cannabis-related offending behaviour in Australia.
885,Using Smartphone Apps to Promote Psychiatric Rehabilitation in a Peer-Led Community Support Program: Pilot Study
886,An Interactive Care System Based on a Depth Image and EEG for Aged Patients with Dementia
887,Adverse event monitoring in mHealth for psychosis interventions provides an important opportunity for learning
888,Examination of pilot benefits from cognitive assistance for single-pilot general aviation operations
889,The time is right for Web-based clinical simulation in nursing education
890,"Visual Interfaces to Digital Libraries: Motivation, Utilization, and Socio-technical Challenges"
891,Association of nail biting and psychiatric disorders in children and their parents in a psychiatrically referred sample of children
892,The Meriden Family Programme: Lessons learned over 10 years
893,Alternatives to Seclusion and Restraint in Psychiatry and in Long-Term Care Facilities for the Elderly: Perspectives of Service Users and Family Members
894,The MONARCA self-assessment system: Persuasive personal monitoring for bipolar patients
895,Do sleep disturbances mediate the association between work‐family conflict and depressive symptoms among nurses? A cross‐sectional study
896,The time is right for Web-based clinical simulation in nursing education
897,Monitoring and assessing the quality of care for youth: developing an audit tool using an expert consensus approach
898,The burden of disaster: part II. applying interventions across the child's social ecology.
899,The Use of Technology by Youth: Implications for Psychiatric Educators
900,Insomnia in women: an overlooked epidemic?
901,Radio-frequency energy harvesting for wearable sensors.
902,Understanding the expanding role of primary care physicians (PCPs) to primary psychiatric care physicians (PPCPs): enhancing the assessment and treatment of psychiatric conditions.
903,Integration of behavioral health services in a primary care clinic serving rural Appalachia: reflections on a clinical experience.
904,Arts therapies for people with schizophrenia: an emerging evidence base
905,Approach to the provision of transgender health care in a veteran population
906,The impact on relationships following disclosure of transgenderism: a wife's tale
907,Economic Evaluation of Concise Cognitive Behavioural Therapy and/or Pharmacotherapy for Depressive and Anxiety Disorders.
908,"The role of sex, attachment and autonomy-connectedness in personality functioning."
909,The life course of women who have experienced abuse - a life chart study in general psychiatric care.
910,Perspectives of mindfulness.
911,Survey of psychiatrists' views of nurse prescribing.
912,Patient choice in psychiatry.
913,Economic burden and comorbidities of attention-deficit/hyperactivity disorder among pediatric patients hospitalized in the United States
914,Psychiatric morbidity among adult patients in a semi-urban primary care setting in Malaysia
915,Correlation of significant places with self-reported state of bipolar disorder patients
916,The life course of women who have experienced abuse - a life chart study in general psychiatric care.
917,Organizational Capacity to Deliver Effective Treatments for Children and Adolescents
918,"Implementing psychiatric day treatment for infants, toddlers, preschoolers and their families: a study from a clinical and organizational perspective"
919,Passive/Apathetic Social Withdrawal and Active Social Avoidance in Schizophrenia: Difference in Underlying Psychological Processes
920,Patient satisfaction with psychiatric services provided by a Melbourne tertiary hospital emergency department.
921,Does sense of coherence affect the relationship between self-rated health and health status in a sample of community-dwelling frail elderly people?
922,Benefits of the DICOM Structured Report
923,Secure communication in wireless multimedia sensor networks using watermarking
924,Unnecessary psychotropic drug prescription in primary care for people with intellectual disability
925,Cow Milking Game: Evaluating a Serious Game for Cognitive Stimulation with an Elderly Population
926,[Social support after traumatism].
927,Depression in Home-Based Care: The Role of the Home Health Nurse
928,A Striving Towards ‘Normality’: Illness-related Beliefs among Individuals Living with a Psychotic Disorder
929,A Software and Hardware Architecture for a High-Availability PACS
930,In the mind of another shame and acute psychiatric inpatient care: an exploratory study. A report on phase one: service users.
931,Teaching Solid Modeling with Autocad
932,We Need to Talk About Psychological Pain
933,Developing a web-based stress management intervention for occupational support workers
934,Addressing Demoralization in Clinical Staff: A True Test of Leadership
935,Modern Technologies and Applications and Community Psychiatry
936,"Culture and complex interventions: lessons for evidence, policy and practice."
937,Hospital resource use by patients with schizophrenia: reduction after conversion from oral treatment to risperidone long-acting injection.
938,Why Worry about Bullying?
939,Telepsychiatry intervention is better for ADHD symptoms than usual treatment augmented by telemedicine consultation
940,The burden of living with and caring for a suicidal family member
941,Co-morbid Depression and Cardiovascular Disease in the Older Adult Homecare Patient.
942,Different outcomes of never-treated and treated patients with schizophrenia: 14-year follow-up study in rural China.
943,Telepsychiatry intervention is better for ADHD symptoms than usual treatment augmented by telemedicine consultation
944,A 10-year history of perinatal care at the Brockington Mother and Baby Unit Stafford
945,Hospital stay on acute care units for non-acute reasons
946,"Digital human modeling : Second International Conference, ICDHM 2009, held as part of HCI International 2009, San Diego, CA, USA, July 19-24, 2009 : proceedings"
947,Prioritizing young people's emotional health support needs via participatory research
948,TechCare: mobile assessment and therapy for psychosis
949,Toward a new generation of quality registries for neurodevelopmental disorders: the example of NEUROPSYK
950,"Prospective fathers' adverse childhood experiences, pregnancy-related anxiety, and depression during pregnancy."
951,Postpartum depression: a disorder in search of a definition
952,Psychosocial and cultural correlates of depression among Hispanic men with HIV infection: a pilot study.
953,The gatekeeper system and disparities in use of psychiatric care by neighbourhood education level: results of a nine-year cohort study in toronto.
954,A new approach to IT security.
955,Preliminary analysis of the concurrent validity of the Spanish translation of the BEARS sleep screening tool for children.
956,Outcomes of Supported Housing for Homeless Veterans with Psychiatric and Substance Abuse Problems
957,Toward the development of a cost-effective e-depression detection system
958,Cognitive Function and Quality of Life in Community-Dwelling Seniors with Mild Cognitive Impairment in Taiwan
959,Improving access to psychological therapies (IAPT) and treatment outcomes: epistemological assumptions and controversies.
960,Delayed anxiety and depressive morbidity among dengue patients in a multi-ethnic urban setting: first report from Sri Lanka
961,Follow-up of an intervention program for caregivers of a relative with dementia living in a long-term care setting: Are there any persistent and delayed effects?
962,Improving access to psychological therapies (IAPT) and treatment outcomes: epistemological assumptions and controversies.
963,Analytical Approach for Privacy Preserving of Medical Data
964,ZENse - Supporting Everyday Emotional Reflection
965,Study protocol: a cluster randomized controlled trial to assess the effectiveness of a therapeutic educational program in oral health for persons with schizophrenia
966,The predictive 6-factor resilience scale neurobiological fundamentals and organizational application /
967,Community psychiatric nursing in the Netherlands: a survey of a thriving but threatened profession.
968,“How Hard It Is That We Have to Die”
969,"Patient, Physician and Organizational Influences on Variation in Antipsychotic Prescribing Behavior."
970,Attitudes towards suicide among nurses and doctors working with children and young people who self-harm.
971,Front Line Workers’ Attitudes towards Psychiatric Advance Directives
972,Detecting psychogeriatric problems in primary care: factors related to psychiatric symptoms in older community patients.
973,Facilitating recovery by making sense of suffering: a Nietzschean perspective.
974,Safety and security increase for air traffic management through unnoticeable watermark aircraft identification tag transmitted with the VHF voice communication
975,A crisis resolution and home treatment team in Norway: a longitudinal survey study Part 1. Patient characteristics at admission and referral
976,Electroencephalogram signal processing method and device
977,"Radiology information systems, picture archiving and communication systems, teleradiology— Overview and design criteria"
978,Whose life is it anyway? An exploration of five contemporary ethical issues that pertain to the psychiatric nursing care of the person who is suicidal: part one.
979,"EARLY CHILDHOOD PREDICTORS OF LOW-INCOME BOYS' PATHWAYS TO ANTISOCIAL BEHAVIOR IN CHILDHOOD, ADOLESCENCE, AND EARLY ADULTHOOD."
980,Older African American women's lived experiences with depression and coping behaviours.
981,Psychiatric Advance Directives: Perspectives of Community Stakeholders
982,Reporting distress and quality of life of patients with diabetes mellitus in primary and secondary care in Greece.
983,The different other--towards an including ethics of care.
984,PatientService: electronic patient record redaction and delivery in pervasive environments
985,Review: recommendations for the assessment and management of sleep disorders in ADHD
986,The Technological Transformation of Psychiatric Care— Telepsychiatry Comes of Age
987,Adverse effects of electroconvulsive therapy on cognitive performance
988,Physical intervention trainers: the case for greater accountability.
989,A Semi-Reversible Watermark for Medical Image Authentication
990,The Problem Areas in Diabetes (PAID) scale: psychometric evaluation survey in a Greek sample with type 2 diabetes.
991,A Web-Based Solution for Viewing Large-Sized Microscopic Images
992,"Health-related quality of life, anxiety and depression in young adults with disability benefits due to childhood-onset somatic conditions"
993,Quality of Life in Persons with Schizophrenia
994,Epidemiology and Treatment Guidelines of Negative Symptoms in Schizo-phrenia in Central and Eastern Europe: A Literature Review
995,Community Tailored Responses to Depression Care
996,The relationship between risk and insight in a high-security forensic setting.
997,Towards unlocking eHealth potential in Europe
998,Management and Challenges Facing Wireless Sensor Networks in Telemedicine Applications
999,Security Issues in Wireless Ad Hoc Networks and the Application to the Telecare Project
1000,Routine general practice care for panic disorder within the lifestyle approach to managing panic study
1001,Factors associated with depressive symptoms among older adults living alone: An analysis of sex difference
1002,"Substituted Judgment, Best Interests, and the Need for Best Respect"
1003,CONCEPTUALIZING FAMILY MEMBERS OF VIOLENT MENTALLY ILL INDIVIDUALS AS A VULNERABLE POPULATION
1004,Structured patient-clinician communication using DIALOG improves patient quality of life
1005,Psychometric properties of an informant personality questionnaire (the HAP) in a sample of older adults in the Netherlands and Belgium
1006,Health Avatar: An Informatics Platform for Personal and Private Big Data
1007,Social Support and the Elderly Client
1008,The Assaulted Staff Action Program (ASAP) and declines in the prevalence of assaults: community-based replication.
1009,Validity of the Depression-Arkansas (D-ARK) Scale: A Tool for Measuring Major Depressive Disorder
1010,A controlled trial of internet-based cognitive-behavioural therapy for panic disorder with face-to-face support from a general practitioner or email support from a psychologist.
1011,DSM-V and reproductive-related psychiatric disorders: a closer look at windows of vulnerability
1012,Users' attitudes towards home and hospital treatment: a comparative study between South Asian and white residents of the British Isles.
1013,Cost-effectiveness of a psychoeducational relapse prevention program for depression in primary care.
1014,The future of psychiatry
1015,via Innovative Technological Solutions
1016,"Assessment of Evidence-Based Psychotherapy Practices in Usual Care: Challenges, Promising Approaches, and Future Directions"
1017,Mortality risks from psychological distress are greater for people of lower socioeconomic status
1018,"Nursing interventions for anxiety, depression, and suspiciousness in the home care setting."
1019,From the Editor’s Desk
1020,Maintaining health: proactive client-oriented community day treatment centres for the chronic mentally ill.
1021,Maternal affective or substance disorders are risk factors for subsequent pregnancy loss
1022,Antidepressant treatment for depression: total charges and therapy duration*
1023,Difficulties developing evidence-based approaches in learning disabilities
1024,Pharmacological risk factors associated with hospital readmission rates in a psychiatric cohort identified using prescriptome data mining
1025,"Depression: greater effect on overall health than angina, arthritis, asthma or diabetes"
1026,COVID-19 Adaptive Interventions: Implications for Wellbeing and Quality-of-Life
1027,Medical Educator Roles of the Future
1028,Hearing the lived experience of young women with a rare genetic disorder 22q11.2DS regarding integrated care
