,Title
759,Analyzing recommender systems for health promotion using a multidisciplinary taxonomy: A scoping review
760,Eye tracking to investigate cue processing in medical decision-making: A scoping review
761,A survey on graph-based deep learning for computational histopathology
762,What does effectiveness mean?: A qualitative assessment of two child protection systems
763,The role of medical smartphone apps in clinical decision-support: A literature review
764,Turn to the Internet First? Using Online Medical Behavioral Data to Forecast COVID-19 Epidemic Trend
765,Effects of patient-driven iCBT for anxiety in routine primary care and the relation between increased experience of empowerment and outcome: A randomized controlled trial
766,"Young women's and midwives' perspectives on improving nutritional support in pregnancy: The babies, eating, and LifestyLe in adolescence (BELLA) study"
767,Relationships between smartphone social behavior and relapse in schizophrenia: A preliminary report
768,Conducting Prolonged Exposure for PTSD During the COVID-19 Pandemic: Considerations for Treatment
769,The relationship between emergency medical services use and social service needs in a pediatric emergency department population
770,Potential therapeutic benefits of cannabinoid products in adult psychiatric disorders: A systematic review and meta-analysis of randomised controlled trials
771,The impact of COVID-19 on substance use disorder treatment in California: Service providers' perspectives
772,Examining effectiveness of tailorable computer-assisted therapy programmes for substance misuse: Programme usage and clinical outcomes data from Breaking Free Online
773,Mobile-assisted cognitive-behavioral social skills training in older adults with schizophrenia
774,Usability assessment of a mobile app for art therapy
775,Symptom severity impacts sympathetic dysregulation and inflammation in post-traumatic stress disorder (PTSD)
776,Children and COVID19: Understanding impact on the growth trajectory of an evolving generation
777,Off-hours use of a smartphone intervention to extend support for individuals with schizophrenia spectrum disorders recently discharged from a psychiatric hospital
778,Identifying the impacts of the COVID-19 pandemic on service access for people who use drugs (PWUD): A national qualitative study
779,Hook vs. hope: How to enhance customer engagement through gamification
780,Older adults: Are they ready to adopt health-related ICT?
781,Insight and theory of mind in schizophrenia
782,A zero-watermarking algorithm for privacy protection in biomedical signals
783,Heart failure non-invasive home telemonitoring systems: A systematic review
784,AIoTES: Setting the principles for semantic interoperable and modern IoT-enabled reference architecture for Active and Healthy Ageing ecosystems
785,Is social media use associated with children's well-being? Results from the UK Household Longitudinal Study
786,Is clinician-supported use of a mindfulness smartphone app a feasible treatment for depression? A mixed-methods feasibility study
787,The socio-material self-care practices of children living with hemophilia or juvenile idiopathic arthritis in Denmark
788,Usability problems do not heal by themselves: National survey on physicians’ experiences with EHRs in Finland
789,Mobile technology and task shifting to improve access to alcohol treatment services in Mozambique
790,Making time for mindfulness
791,Evaluating collaborative features of critical care systems: A methodological study of information technology in surgical intensive care units
792,Are guided internet-based interventions for the indicated prevention of depression in green professions effective in the long run? Longitudinal analysis of the 6- and 12-month follow-up of a pragmatic randomized controlled trial (PROD-A)
793,Information-seeking vs. sharing: Which explains regional health? An analysis of Google Search and Twitter trends
794,Consent-based Workflow Control in EMRs
795,Analytical mapping of information and communication technology in emerging infectious diseases using CiteSpace
796,Pictogram-based mobile first medical aid communicator
797,A comprehensive review and analysis of supervised-learning and soft computing techniques for stress diagnosis in humans
798,Enhancing employees information security awareness in private and public organisations: A systematic literature review
799,A randomized noninferiority trial evaluating remotely-delivered stepped care for depression using internet cognitive behavioral therapy (CBT) and telephone CBT
800,A randomized noninferiority trial evaluating remotely-delivered stepped care for depression using internet cognitive behavioral therapy (CBT) and telephone CBT
801,Modular ICT-based patient empowerment framework for self-management of diabetes: Design perspectives and validation results
802,Linguistic analysis of Latinx patients’ responses to a text messaging adjunct during cognitive behavioral therapy for depression
803,"Network-centric business models for health, social care and wellbeing solutions in the internet of things"
804,"The role of physical activity in the association between multimorbidity and depressive symptoms: Data from 60,202 adults from the Brazilian National Health Survey"
805,Internet of things and data mining: An application oriented survey
806,Deploying artificial intelligence for climate change adaptation
807,Using primary care databases for addiction research: An introduction and overview of strengths and weaknesses
808,Cognitive workload changes for nurses transitioning from a legacy system with paper documentation to a commercial electronic health record
809,Winning the Needs of the Gen Z: Gamified Health Awareness Campaign in Defeating COVID-19 Pandemic
810,Understanding factors influencing the adoption of mHealth by the elderly: An extension of the UTAUT model
811,Data security and patient confidentiality: the manager's role
812,"Automated virtual reality therapy to treat agoraphobic avoidance and distress in patients with psychosis (gameChange): a multicentre, parallel-group, single-blind, randomised, controlled trial in England with mediation and moderation analyses"
813,Aging barriers influencing mobile health usability for older adults: A literature based framework (MOLD-US)
814,Tremor-related feature engineering for machine learning based Parkinson’s disease diagnostics
815,The Wheel of Sukr: A Framework for Gamifying Diabetes Self-Management in Saudi Arabia
816,Guided internet-based cognitive-behavioral therapy for patients with rheumatic conditions: A systematic review
817,Transforming a Paper based Process to a Natural user Interfaces Process in a Chronic Care Hospital
818,CONSIGNELA: A multidisciplinary patient-centered project to improve drug prescription comprehension and execution in elderly people and parkinsonian patients
819,ULTEMAT: A mobile framework for smart ecological momentary assessments and interventions
820,Visual spatial learning of complex object morphologies through the interaction with virtual and real-world data
821,Prediction task guided representation learning of medical codes in EHR
822,Understanding opportunities and challenges with telemedicine-delivered buprenorphine during the COVID-19 pandemic
823,The state of immersive technology research: A literature analysis
824,Examining linkages between Smart Villages and Smart Cities: Learning from rural youth accessing the internet in India
825,The EU commission's risky choice for a non-risk based strategy on assessment of medical devices
826,Research on e-learning in the workplace 2000–2012: A bibliometric analysis of the literature
827,Supporting mother-infant dyads impacted by prenatal substance exposure
828,Deciding on priorities in youth care: A systematic literature review
829,Identification of the marks of psychic trauma in spoken language: Definition of the “SPLIT-10” diagnostic scale
830,Exploring the effects of patients taking a vigilant role in collaborating on their e-medication administration record
831,"The landscape of research on smartphone medical apps: Coherent taxonomy, motivations, open challenges and recommendations"
832,Structural competency in emergency medicine services for transgender and gender non-conforming patients
833,Increase value and reduce waste in research on psychological therapies
834,"Infectious disease outbreak related stigma and discrimination during the COVID-19 pandemic: Drivers, facilitators, manifestations, and outcomes across the world"
835,Optimizing treatment for comorbid borderline personality disorder and posttraumatic stress disorder: A systematic review of psychotherapeutic approaches and treatment efficacy
836,Personal Health System architecture for stress monitoring and support to clinical decisions
837,What drives differences in preferences for health states between patients and the public? A qualitative investigation of respondents’ thought processes
838,Technology-supported Acceptance and Commitment Therapy for chronic health conditions: A systematic review and meta-analysis
839,Using communication and visualization technologies with senior citizens to facilitate cultural access and self-improvement
840,Articulating care and responsibility in design: A study on the reasoning processes guiding health innovators' ‘care-making’ practices
841,A portable ECG for recording and flexible development of algorithms and stress detection
842,Reaching and recruiting Turkish migrants for a clinical trial through Facebook: A process evaluation
843,An improved localization algorithm with wireless heartbeat monitoring system for patient safety in psychiatric wards
844,Dementia medical screening using mobile applications: A systematic review with a new mapping model
845,Scoping review and evaluation of SMS/text messaging platforms for mHealth projects or clinical interventions
846,"The landscape of smart aging: Topics, applications, and agenda"
847,A survey of immersive technologies and applications for industrial product development
848,Socio-cultural correlates of self-reported experiences of discrimination related to COVID-19 in a culturally diverse sample of Canadian adults
849,Assessing the efficacy and acceptability of an internet-delivered intervention for resilience among college students: A pilot randomised control trial protocol
850,A mixed-methods evaluation framework for electronic health records usability studies
851,Do-It-yourself laboratories as integration-based ecosystems✰
852,Play and playfulness for health and wellbeing: A panacea for mitigating the impact of coronavirus (COVID 19)
853,Cancer risk in socially marginalised women: An exploratory study
854,"Me, my selfie, and I: The relationship between editing and posting selfies and body dissatisfaction in men and women"
855,Implications of the coronavirus (COVID-19) outbreak for innovation: Which technologies will improve our lives?
856,Mobile health for older adult patients: Using an aging barriers framework to classify usability problems
857,Suicidal ideation and behavior in US veterans with schizophrenia or bipolar disorder
858,Effective telemedicine project in Bangladesh: Special focus on diabetes health care delivery in a tertiary care in Bangladesh
859,Engagement in online health communities: Channel expansion and social exchanges
860,Mapping clinical procedures to the ICD-10-PCS: The German operation and procedure classification system use case
861,Fog data analytics: A taxonomy and process model
862,Decoding the perioperative process breakdowns: A theoretical model and implications for system design
863,Profiling of pornography addiction among children using EEG signals: A systematic literature review
864,Optimizing Engagement in Behavioral Parent Training: Progress Toward a Technology-Enhanced Treatment Model
865,Adapting and validating informatics competencies for senior nurse leaders in the Canadian context: Results of a Delphi study
866,Mysterious Bones Unearthed:Development of an Online Therapeuticserious Game for Children with Attention Deficit-hyperactivity Disorder
867,A review of methods to detect divided attention impairments in Alzheimer’s disease.
868,The national suicide prevention strategy in India: context and considerations for urgent action
869,Examining urban-rural differences in the impact of internet use on older adults’ depression: Evidence from China
870,"Sociomaterialities of health, risk and care during COVID-19: Experiences of Australians living with a medical condition"
871,Moodable: On feasibility of instantaneous depression assessment using machine learning on voice samples with retrospectively harvested smartphone and social media data
872,A conversational agent for querying Italian Patient Information Leaflets and improving health literacy
873,"Childhood adversity, socioemotional functioning and generalized anxiety in young adults from mixed immigration status families"
874,Does unemployment lead to greater levels of loneliness? A systematic review
875,Promoting employee health in smart office: A survey
876,A Blast implementation in Hadoop MapReduce using low cost commodity hardware
877,"Criminal lifestyle, psychopathy, and prison adjustment among female inmates"
878,Exploring the persistence of paper with the electronic health record
879,Association between depressive state and behavioral changes induced by the state of emergency for Coronavirus disease 2019: Evidence from university students in Japan
880,Spatial analysis of suicide mortality in Australia: Investigation of metropolitan-rural-remote differentials of suicide risk across states/territories
881,Med7: A transferable clinical natural language processing model for electronic health records
882,Designing for practice-based context-awareness in ubiquitous e-health environments
883,Using weak supervision and deep learning to classify clinical notes for identification of current suicidal ideation
884,The symbolic affordances of a video-mediated gaze in emergency psychiatry
885,Human-Computer Interaction in Electronic Medical Records: From the Perspectives of Physicians and Data Scientists
886,Privacy and security of electronic patient records – Tailoring multimethodology to explore the socio-political problems associated with Role Based Access Control systems
887,Adoption of telemedicine services by substance abuse treatment facilities in the U.S.
888,An investigation of the effects of cultural differences on physicians’ perceptions of information technology acceptance as they relate to knowledge management systems
889,ICT diffusion and health outcome: Effects and transmission channels
890,Immuno-moodulin: A new anxiogenic factor produced by Annexin-A1 transgenic autoimmune-prone T cells
891,Impacts of robot implementation on care personnel and clients in elderly-care institutions
892,Elderly People in eHealth: Who are they?
893,"Public perceptions on artificial intelligence driven disaster management: Evidence from Sydney, Melbourne and Brisbane"
894,A Critical Discourse Analysis of three US municipal wireless network initiatives for enhancing social inclusion
895,"Personal information: Perceptions, types and evolution"
896,"Empowered and disempowered voices of low-income people with disabilities on the initiation of government-funded, managed health care"
897,The usefulness and actual use of wearable devices among the elderly population
898,Educational disruption: Impact of COVID-19 on students from the Northeast states of India
899,Usability in telemedicine systems—A literature survey
900,"Examining the feasibility, acceptability, validity and reliability of physical activity, sedentary behaviour and sleep measures in people with schizophrenia"
901,Wireless high-frequency NLOS monitoring system for heart disease combined with hospital and home
902,One year into COVID-19: What have we learned about child maltreatment reports and child protective service responses?
903,"A changing world, again. How Appreciative Inquiry can guide our growth"
904,Availability of health data: requirements and solutions
905,Towards a reference model for sensor-supported learning systems
906,Solution to support informal caregivers of patients with dementia
907,A review of AI and Data Science support for cancer management
908,"Wherever you go, there you become: How mindfulness arises in everyday situations"
909,A new health care system enabled by machine intelligence: Elderly people's trust or losing self control
910,We Are What We Generate - Understanding Ourselves Through Our Data
911,"Eyes on the street: Photovoice, liberation psychotherapy, and the emotional landscapes of urban children"
912,The effect of acceptance and commitment training on improving physical activity during the COVID-19 pandemic
913,Evaluation frameworks for nursing informatics
914,"Alexithymia is associated with increased all-cause mortality risk in men, but not in women: A 10-year follow-up study"
915,Covid-19 sentiments in smart cities: The role of technology anxiety before and during the pandemic
916,Children’s experiences of alternative care in mainland Southeast Asia – A scoping review of literature
917,An inter-method comparison of four Human Reliability Assessment models
918,Smart homes and home health monitoring technologies for older adults: A systematic review
919,Patients’ Explanatory Models about drug-resistant epilepsy in Argentina. A thematic analysis
920,Head-worn displays and job content: A systematic literature review
921,The place of receptionists in access to primary care: Challenges in the space between community and consultation
922,An analysis of how well serious games cover the PMBOK
923,Examining the Information Systems Success (ISS) of a mobile sexual health app (MyPEEPS Mobile) from the perspective of very young men who have sex with men (YMSM)
924,"Self-help interventions for symptoms of depression, anxiety and psychological distress in patients with physical illnesses: A systematic review and meta-analysis"
925,Patients' experience of an ecological momentary intervention involving self-monitoring and personalized feedback for depression
926,Interpretability in the medical field: A systematic mapping and review study
927,Extending the framework for mobile health information systems Research: A content analysis
928,Bridging the gap between emotion and joint action
929,Effects of social position and household affordances on COVID-19 lockdown resilience and coping
930,Optimized compression and recovery of electrocardiographic signal for IoT platform
931,A structuration approach to scenario praxis
932,Robotics and law: Key legal and regulatory implications of the robotics age (Part I of II)
933,Developing a topic-driven method for interdisciplinarity analysis
934,Feasibility of a Software agent providing a brief Intervention for Self-help to Uplift psychological wellbeing (“SISU”). A single-group pretest-posttest trial investigating the potential of SISU to act as therapeutic agent
935,"Does manipulation of arterial shear stress enhance cerebrovascular function and cognition in the aging brain? Design, rationale and recruitment for the Preventia randomised clinical trial"
936,User metaphors for health care professional workstations
937,Non-contact vital sign monitoring of patients in an intensive care unit: A human factors analysis of staff expectations
938,Determinants of physicians’ technology acceptance for e-health in ambulatory care
939,Acceptance of telemedicine technology among physicians: A systematic review
940,An intelligent framework to predict socioeconomic impacts of COVID-19 and public sentiments
941,Development of Grip self-help: An online patient-tailored self-help intervention for functional somatic symptoms in primary care
942,Trends in human activity recognition with focus on machine learning and power requirements
943,"Impact of Clinical Reminder Redesign on Learnability, Efficiency, Usability, and Workload for Ambulatory Clinic Nurses"
944,"Illnesses you have to fight to get: Facts as forces in uncertain, emergent illnesses"
945,Examining risk and crisis communications of government agencies and stakeholders during early-stages of COVID-19 on Twitter
946,Artificial intelligence for breast cancer analysis: Trends & directions
947,Opium tincture-assisted treatment for opioid use disorder: A systematic review
948,Searching online to buy commonly prescribed psychiatric drugs
949,Organisational influences on nurses’ use of clinical decision support systems
950,A logic programming approach to medical errors in imaging
951,"Anxiety disorders, climate change, and the challenges ahead: Introduction to the special issue"
952,Misuse of charitable giving to finance violent extremism; A futuristic actions study amidst COVID-19 pandemic
953,Stressful Life Events and Distress in Breast Cancer: A 5-Years Follow-Up
954,Mapping HCI research methods for studying social media interaction: A systematic literature review
955,An analysis of post-traumatic stress symptoms in United States Air Force drone operators
956,"“From this place and of this place:” Climate change, sense of place, and health in Nunatsiavut, Canada"
957,"Prevalence of depression and its associated factors in patients with type 2 diabetes: A cross-sectional study in Dhaka, Bangladesh"
958,The vulnerable adult experiment: Situating vulnerability in adult safeguarding law and policy
959,Privacy concerns of the Australian My Health Record: Implications for other large-scale opt-out personal health records
960,Evaluating the alert appropriateness of clinical decision support systems in supporting clinical workflow
961,A review of statistical and machine learning methods for modeling cancer risk using structured clinical data
962,Social and Economics Aspects of The Pandemic Influence in Ukraine
963,The development of the postpartum mobile support application and the effect of the application on mothers' anxiety and depression symptoms
964,Configuring and pricing smart coproductive services
965,Temporal Comorbidity-Adjusted Risk of Emergency Readmission (T-CARER): A tool for comorbidity risk assessment
966,Doctors being up there and we being down here: A metaphorical analysis of talk about student/doctor–patient relationships
967,Health Related Quality of Life Among Patients With Multiple Sclerosis: The Role of Psychosocial Adjustment to Illness
968,Development and validation of the Perceived Online Racism Scale short form (15 items) and very brief (six items)
969,Information and communications technology for future health systems in developing countries
970,Educational applications of augmented reality: A bibliometric study
971,Study on cognition and behavior of self-occupational protection of nurses in the hospital
972,Sentimental analysis in student-teacher communication for effective learning
973,Transdisciplinarity and three mindsets for sustainability in the age of cyber-physical systems
974,Smartphones reduce smiles between strangers
975,Design and Implementation of a Voice-based Medical Alert System for Medication Adherence
976,Integrated Multimedia City Data (iMCD): A composite survey and sensing approach to understanding urban living and mobility
977,Exploring young people's preferences for STI screening in the UK: A qualitative study and discrete choice experiment
978,Cognitive Training via a Mobile Application to Reduce Obsessive-Compulsive-Related Distress and Cognitions During the COVID-19 Outbreaks: A Randomized Controlled Trial Using a Subclinical Cohort
979,"A comprehensive overview of smart wearables: The state of the art literature, recent advances, and future challenges"
980,Automated accurate schizophrenia detection system using Collatz pattern technique with EEG signals
981,"Formations de l’idéal, Hikikomori, et réalité virtuelle à l’adolescence"
982,Systematic review of smartphone-based passive sensing for health and wellbeing
983,Understanding persuasion contexts in health gamification: A systematic analysis of gamified health behavior change support systems literature
984,Offspring's labor migration and its implications for elderly parents' emotional wellbeing in Indonesia
985,Rural young males’ acceptance & receptiveness to technology-based interventions for dating violence prevention: A qualitative descriptive study
986,Online prevention of postpartum depression for Spanish- and English-speaking pregnant women: A pilot randomized controlled trial
987,Identifying the Mechanisms of Poetry Therapy and Perceived Effects on Participants: A Synthesised Replication Case Study
988,N’KaNa-my dream: Community action towards the holistic child development in India
989,"Examining the physical health and lifestyle of young people at ultra-high risk for psychosis: A qualitative study involving service users, parents and clinicians"
990,"Stay back, clever thing! Linking situational control and human uniqueness concerns to the aversion against autonomous technology"
991,Educational philosophies and theoretical perspective for self-cultivation in early childhood education
992,Critical thinking predicts reductions in Spanish physicians' stress levels and promotes fake news detection
993,Household income and loss of control eating in adolescence: Examining the role of food insecurity
994,The future of ICT for health and ageing: Unveiling ethical and social issues through horizon scanning foresight
995,Card sorting to evaluate the robustness of the information architecture of a protocol website
996,Critical Learning Incidents in system dynamics modelling engagements
997,An intelligent facial expression recognition system with emotion intensity classification
998,An artificial intelligence life cycle: From conception to production
999,Quality of web-based information on attention deficit hyperactivity disorder
